Type,Point X,Point Y, Point Z,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,A3MS
R2,965.02,161.93,725.48,1.799981774,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.171509022,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054275321,A2979019700_23,,,,,0,1.799428731,A2979019700_23,,,,,4.19E-13,0.642237888,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.469529641,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.138880621,A2979019700_23,,,,,0,0.418235481,A2979019700_23,,,,,0,1.14E-12,A2979019700_23,,,,,0,0.522794351,A2979019700_23,,,,,0,31.26786839,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.690526427,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.54124357,A2966800800_70,40007,1.03E-06,2.95,0.35,2.138465566,90.4792172,A2966800000_15,70031,2.70E-06,70,0.3,3.034480232,9.103440695,A2966800000_15,70031,2.70E-06,70,0.3,3.034480232,5.997095517,A2966800000_15,70031,2.70E-06,70,0.3,1.906011827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9393
R2,980.92,225.78,701.83,2.025015686,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.168261965,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054194403,A2979019700_23,,,,,5.80E-13,1.1910223,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.759583897,A2979019700_13,70009,2.50E-06,22.54,0.23,8.32E-13,3.897849225,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.18E-12,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.247921033,A2979019700_25,70010,1.10E-06,2.35,0.34,0,35.10166649,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.686929221,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.49321948,A2966800800_70,40007,1.03E-06,2.95,0.35,2.135849841,268.0848786,A2966807003_1,40018,9.83E-07,2.45,0.33,2.749500806,93.22946519,A2966807003_1,40018,9.83E-07,2.45,0.33,2.933999637,16.64230831,A2966807003_1,40018,9.83E-07,2.45,0.33,3.892617477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2888
R2,988.36,168.75,691.34,2.113411831,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.166394751,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054147872,A2979019700_23,,,,,0,1.795213868,A2979019700_23,,,,,5.08E-13,0.636738879,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.411424618,A2979019700_25,70010,1.10E-06,2.35,0.34,0,36.31880925,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.684840355,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.4656106,A2966800800_70,40007,1.03E-06,2.95,0.35,2.134360151,120.4411972,A2966800000_15,70031,2.70E-06,70,0.3,2.943846297,17.6206864,A2966800000_15,70031,2.70E-06,70,0.3,2.943846297,3.629610885,A2966800000_15,70031,2.70E-06,70,0.3,2.840777124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9717
R2,984.09,201.55,697.33,2.071287161,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.167488937,A2979019700_4,70012,2.44E-06,71.7,0.21,0,5.80E-13,A2979019700_23,,,,,0,1.850290767,A2979019700_23,,,,,2.84E-14,4.05034271,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.24672482,A2979019700_25,70010,1.10E-06,2.35,0.34,0,35.09008904,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.686062751,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.48174987,A2966800800_70,40007,1.03E-06,2.95,0.35,2.13523118,97.48867831,A2966800000_15,70031,2.70E-06,70,0.3,7.657866833,23.45107971,A2966800000_15,70031,2.70E-06,70,0.3,2.958699169,5.076097527,A2966800000_15,70031,2.70E-06,70,0.3,2.613915356,115.1503263,A2966807003_1,40018,9.83E-07,2.45,0.33,2.6812833,78.74090891,A2966807003_1,40018,9.83E-07,2.45,0.33,3.134371449,5.153059795,A2966807003_1,40018,9.83E-07,2.45,0.33,4.620809253,6.448989257,A2966807003_1,40018,9.83E-07,2.45,0.33,0.173009709,0.926035883,A2966807003_1,40018,9.83E-07,2.45,0.33,3.363010136,33.22509616,A2966807003_1,40018,9.83E-07,2.45,0.33,2.802337438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0892
R2,991.44,194.67,687.1,2.149260191,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.165565094,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054127197,A2979019700_23,,,,,0,1.189847521,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.604682594,A2979019700_23,,,,,2.84E-14,4.047061055,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,3.243642707,A2979019700_25,70010,1.10E-06,2.35,0.34,0,35.06087144,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.683918971,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.45343478,A2966800800_70,40007,1.03E-06,2.95,0.35,2.133702462,97.22720315,A2966800000_15,70031,2.70E-06,70,0.3,3.240216728,12.34324111,A2966800000_15,70031,2.70E-06,70,0.3,8.434779099,13.9707502,A2966800000_15,70031,2.70E-06,70,0.3,2.933570928,17.50430153,A2966800000_15,70031,2.70E-06,70,0.3,2.8669169,40.71805285,A2966800000_15,70031,2.70E-06,70,0.3,4.009547779,9.743820482,A2966800000_15,70031,2.70E-06,70,0.3,4.778194834,46.00777902,A2966807003_1,40018,9.83E-07,2.45,0.33,2.787458226,59.17727767,A2966807003_1,40018,9.83E-07,2.45,0.33,2.598466205,56.14028413,A2966807003_1,40018,9.83E-07,2.45,0.33,2.774728282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1329
R2,993.81,216.97,683.9,2.191373855,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.16490217,A2979019700_23,,,,,1.02E-12,1.69E-07,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.001711615,A2979019700_13,70009,2.50E-06,22.54,0.23,3.42E-13,3.892330094,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.24256419,A2979019700_25,70010,1.10E-06,2.35,0.34,0,35.05073,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.683185629,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.44373784,A2966800800_70,40007,1.03E-06,2.95,0.35,2.133178361,140.4536217,A2966800000_15,70031,2.70E-06,70,0.3,8.16644723,39.85614674,A2966800000_15,70031,2.70E-06,70,0.3,30.46990121,5.489693148,A2966800000_15,70031,2.70E-06,70,0.3,2.925928382,49.2422893,A2966807003_1,40018,9.83E-07,2.45,0.33,3.203883876,38.53855383,A2966807003_1,40018,9.83E-07,2.45,0.33,3.18230179,55.61793417,A2966807003_1,40018,9.83E-07,2.45,0.33,3.045070506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8505
R2,995.23,257.15,681.99,2.210954486,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.164498086,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054100607,A2979019700_23,,,,,6.04E-13,1.947239319,A2979019700_23,,,,,3.41E-13,8.243817438,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.238646514,A2979019700_25,70010,1.10E-06,2.35,0.34,0,12.69969922,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.706513395,A2979019700_25,70010,1.10E-06,2.35,0.34,0,16.28944236,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.68273926,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.63792748,A2979019700_7,70037,9.60E-07,1.2,0.3,0,8.510362583,A2979019700_7,70037,9.60E-07,1.2,0.3,0,41.64878016,A2966800800_70,40007,1.03E-06,2.95,0.35,3.530577564,110.5054434,A2966801200_19,40016,1.05E-06,3.1,0.32,2.371417368,16.26340558,A2966801200_19,40016,1.05E-06,3.1,0.32,2.380600759,75.43641308,A2966800000_15,70031,2.70E-06,70,0.3,4.639904301,48.76378906,A2966807003_1,40018,9.83E-07,2.45,0.33,3.566400601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2957
R2,991.12,280.65,687.57,2.165942825,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.165648075,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054129265,A2979019700_13,70009,2.50E-06,22.54,0.23,1.61E-13,1.948268014,A2979019700_13,70009,2.50E-06,22.54,0.23,3.22E-13,1.623975881,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.677657362,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.990665064,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.471058136,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.47403866,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.766560177,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.244159225,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.240307687,A2979019700_25,70010,1.10E-06,2.35,0.34,0,12.9257899,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.701876462,A2979019700_25,70010,1.10E-06,2.35,0.34,0,16.08336151,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.684011043,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.45465137,A2966800800_70,40007,1.03E-06,2.95,0.35,17.26868993,28.96848017,A2966801200_18,40016,1.05E-06,3.1,0.32,3.575685242,157.1513344,A2966801200_17,40016,1.05E-06,3.1,0.32,4.153743375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6773
R2,988,300.6,691.86,2.122108005,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.166486556,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.05415016,A2979019700_13,70009,2.50E-06,22.54,0.23,1.27E-13,1.949018056,A2979019700_13,70009,2.50E-06,22.54,0.23,5.21E-13,0.486873607,A2979019700_25,70010,1.10E-06,2.35,0.34,0,6.653118357,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.093505959,A2979019700_23,,,,,0,0.84918724,A2979019700_23,,,,,0,9.552468163,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.698374479,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.997089473,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.122968101,A2979019700_24,70010,1.10E-06,2.35,0.34,0,13.08356758,A2979019700_7,70037,9.60E-07,1.2,0.3,0,2.477072268,A2979019700_7,70037,9.60E-07,1.2,0.3,0,47.71727975,A2966800800_70,40007,1.03E-06,2.95,0.35,2.103984268,30.55876904,A2966801200_18,40016,1.05E-06,3.1,0.32,3.579861446,161.6368152,A2966801200_17,40016,1.05E-06,3.1,0.32,4.169089157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9508
R2,990.02,363.74,689.09,2.159590236,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.165945283,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054136671,A2979019700_13,70009,2.50E-06,22.54,0.23,7.54E-13,1.948533874,A2979019700_23,,,,,0,0.486767565,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.245837316,A2979019700_25,70010,1.10E-06,2.35,0.34,0,12.26437002,A2979019700_23,,,,,5.80E-13,0.468024971,A2979019700_23,,,,,0,8.022352645,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.700633015,A2979019700_25,70010,1.10E-06,2.35,0.34,0,16.01696469,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.684340834,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.45900995,A2966800800_70,40007,1.03E-06,2.95,0.35,2.134003632,39.49905539,A2966801200_18,40016,1.05E-06,3.1,0.32,3.577370112,163.9614187,A2966801200_17,40016,1.05E-06,3.1,0.32,4.159128479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6492
R2,984.62,390.76,696.6,2.088899715,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.167353594,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054171766,A2979019700_23,,,,,2.54E-13,1.94979364,A2979019700_13,70009,2.50E-06,22.54,0.23,4.58E-13,0.487058294,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.247941378,A2979019700_25,70010,1.10E-06,2.35,0.34,0,10.80687837,A2979019700_23,,,,,0,0.847289596,A2979019700_23,,,,,0,0,A2979019700_13,70009,2.50E-06,22.54,0.23,0,1.61E-13,A2979019700_23,,,,,0,2.122346873,A2979019700_23,,,,,0,0,A2979019700_13,70009,2.50E-06,22.54,0.23,0,7.408104957,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.694579191,A2979019700_25,70010,1.10E-06,2.35,0.34,0,15.61668219,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.685911139,A2979019700_24,70010,1.10E-06,2.35,0.34,0,44.61767316,A2966800800_70,40007,1.03E-06,2.95,0.35,2.122594481,41.1887946,A2966801200_18,40016,1.05E-06,3.1,0.32,3.584831205,166.2025412,A2966801200_17,40016,1.05E-06,3.1,0.32,4.186371742,29.14604928,A0008990117_9,70004,2.70E-06,60.790005,0.3,0.591370082,0.887055123,A0008990117_8,,,,,14.19288197,0.887055123,A0008990117_9,70004,2.70E-06,60.790005,0.3,0.591370082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1564
R2,991.36,450.5,687.25,2.174066713,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.165581154,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054127597,A2979019700_13,70009,2.50E-06,22.54,0.23,4.14E-13,1.948208151,A2979019700_23,,,,,5.08E-13,0.577886696,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.676965331,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.4905986,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.600176501,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.902237311,A2979019700_25,70010,1.10E-06,2.35,0.34,0,10.29675164,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.853087924,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.702142168,A2979019700_25,70010,1.10E-06,2.35,0.34,0,11.70274382,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.127677712,A2979019700_24,70010,1.10E-06,2.35,0.34,0,45.61905072,A2966800800_70,40007,1.03E-06,2.95,0.35,2.070364505,29.47004559,A2966801200_18,40016,1.05E-06,3.1,0.32,3.554792543,168.1839402,A2966801200_17,40016,1.05E-06,3.1,0.32,4.152601553,29.27345792,A0008990117_9,70004,2.70E-06,60.790005,0.3,0.586779472,0.880169208,A0008990117_8,,,,,4.044005607,0.614508037,A0008990117_7,,,,,8.357315621,1.947047273,A0008990117_9,70004,2.70E-06,60.790005,0.3,0.586779472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3407
R2,981.46,459.42,701.09,2.052160824,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.168127959,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054191063,A2979019700_13,70009,2.50E-06,22.54,0.23,1.61E-13,1.950486326,A2979019700_23,,,,,5.21E-13,0.487242091,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.24907444,A2979019700_25,70010,1.10E-06,2.35,0.34,0,38.50868676,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.686473228,A2979019700_24,70010,1.10E-06,2.35,0.34,0,46.73131339,A2966800800_70,40007,1.03E-06,2.95,0.35,2.004195246,37.82727811,A2966801200_18,40016,1.05E-06,3.1,0.32,3.589660885,174.2767697,A2966801200_17,40016,1.05E-06,3.1,0.32,4.203107034,29.08467278,A0008990117_9,70004,2.70E-06,60.790005,0.3,0.593645249,0.890467873,A0008990117_8,,,,,14.24748597,0.890467873,A0008990117_9,70004,2.70E-06,60.790005,0.3,0.593645249,85.04093158,A2966807003_1,40018,9.83E-07,2.45,0.33,5.48996887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6701
R2,980.54,135.47,702.37,2.017049386,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.168352709,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054196664,A2979019700_23,,,,,0,1.796827495,A2979019700_23,,,,,1.14E-12,2.052496494,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.421288325,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.916657093,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.244229964,A2979019700_25,70010,1.10E-06,2.35,0.34,0,30.76827025,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.687030705,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.4945686,A2966800800_70,40007,1.03E-06,2.95,0.35,2.135922675,78.92834646,A2966800000_15,70031,2.70E-06,70,0.3,16.17494136,9.215881426,A2966800000_15,70031,2.70E-06,70,0.3,2.971546119,28.27247839,A2966800000_15,70031,2.70E-06,70,0.3,2.971546119,22.3786767,A2966800000_15,70031,2.70E-06,70,0.3,4.624932133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9237
R2,980.78,111.83,702.01,2.010511227,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.168298491,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054195313,A2979019700_23,,,,,0,1.796782812,A2979019700_13,70009,2.50E-06,22.54,0.23,9.38E-13,0.638851561,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.937354622,A2979019700_25,70010,1.10E-06,2.35,0.34,0,14.87873069,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.690317172,A2979019700_25,70010,1.10E-06,2.35,0.34,0,15.25670196,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.973782406,A2979019700_23,,,,,0,0.713187569,A2979019700_24,70010,1.10E-06,2.35,0.34,0,14.15168479,A2979019700_23,,,,,0,23.34207624,A2966800800_70,40007,1.03E-06,2.95,0.35,2.13587909,103.8399471,A2966800000_15,70031,2.70E-06,70,0.3,2.970632344,28.26378437,A2966800000_15,70031,2.70E-06,70,0.3,2.970632344,23.50904921,A2966800000_15,70031,2.70E-06,70,0.3,4.628382729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2447
R2,981.14,98.94,701.5,2.018676033,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.168212032,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054193159,A2979019700_23,,,,,0,1.796711558,A2979019700_23,,,,,3.42E-13,0.638752731,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.131192395,A2979019700_25,70010,1.10E-06,2.35,0.34,0,17.6468201,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.690715307,A2979019700_25,70010,1.10E-06,2.35,0.34,0,17.27207915,A2979019700_23,,,,,0,0.611204488,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.664763531,A2979019700_24,70010,1.10E-06,2.35,0.34,0,9.470353746,A2979019700_23,,,,,0,24.45384897,A2966800800_70,40007,1.03E-06,2.95,0.35,2.135809729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8887
R2,981.06,71.71,701.6,2.008710176,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.168233415,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054193691,A2979019700_23,,,,,0,1.79672918,A2979019700_23,,,,,1.14E-13,0.63877443,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.25157267,A2979019700_25,70010,1.10E-06,2.35,0.34,0,21.53463337,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.690633789,A2979019700_25,70010,1.10E-06,2.35,0.34,0,17.26316162,A2979019700_23,,,,,0,7.320059662,A2979019700_24,70010,1.10E-06,2.35,0.34,0,6.382025575,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.419723901,A2979019700_23,,,,,0,49.78684617,A2966800800_70,40007,1.03E-06,2.95,0.35,2.436284123,25.01405194,A2239010401_28,70020,0,70020,0,2.779431575,0.366756954,A2239010401_28,70020,0,70020,0,1.853601529,0.855771218,A2239010401_28,70020,0,70020,0,4.502629858,0.134835157,A2239010401_28,70020,0,70020,0,1.222420377,0.703347591,A2239010401_28,70020,0,70020,0,1.846215857,4.264533718,A2239010401_28,70020,0,70020,0,10.76998651,26.84498932,A2239010401_28,70020,0,70020,0,2.594134284,12.78538524,A2239010401_28,70020,0,70020,0,2.779431575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4368
R2,979.63,49.43,703.66,1.993626336,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.168568918,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054202052,A2979019700_23,,,,,0,1.79700568,A2979019700_23,,,,,6.54E-13,0.63916494,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.251776306,A2979019700_25,70010,1.10E-06,2.35,0.34,0,12.56284883,A2979019700_23,,,,,0,0.493439824,A2979019700_23,,,,,0,8.634667259,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.689038548,A2979019700_25,70010,1.10E-06,2.35,0.34,0,15.61205666,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.484080488,A2979019700_23,,,,,0,8.791973269,A2979019700_24,70010,1.10E-06,2.35,0.34,0,12.56398925,A2979019700_23,,,,,0,41.68087187,A2966800800_70,40007,1.03E-06,2.95,0.35,2.450047013,22.6490133,A2239010401_28,70020,0,70020,0,2.767447736,14.98065716,A2239010401_28,70020,0,70020,0,3.468994413,4.862052179,A2239010401_28,70020,0,70020,0,2.733682908,5.691853379,A2239010401_28,70020,0,70020,0,2.143571527,7.173572626,A2239010401_28,70020,0,70020,0,2.279645463,9.800968719,A2239010401_28,70020,0,70020,0,2.582949375,12.73025958,A2239010401_28,70020,0,70020,0,2.767447736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.115
