Type,Point X,Point Y, Point Z,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,A3MS
R1,972.07,-19.29,714.73,1.736982841,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.007242995,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.050180609,A2979019700_23,,,,,0,1.663976207,A2979019700_23,,,,,2.54E-13,0.593513187,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.01134927,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.189713687,A2979019700_23,,,,,0,0.40334941,A2979019700_23,,,,,0,14.72219913,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.62461556,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.362019814,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.36476278,A2979019700_24,70010,1.10E-06,2.35,0.34,0,11.0184833,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.412636912,A2979019700_23,,,,,0,1.545225656,A2979019700_24,70010,1.10E-06,2.35,0.34,0,25.95044595,A2979019700_23,,,,,0,18.54624878,A2966800000_15,70031,2.70E-06,70,0.3,36.18353521,0,A2966800000_15,70031,2.70E-06,70,0.3,3,25.81408965,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2384
R1,974.79,-74.43,710.69,1.776947091,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.015244844,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.050380135,A2979019700_23,,,,,0,1.670578182,A2979019700_23,,,,,1.21E-13,17.97860699,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.41461808,A2979019700_25,70010,1.10E-06,2.35,0.34,0,14.30648609,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.554232671,A2979019700_24,70010,1.10E-06,2.35,0.34,0,8.484728111,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.702383595,A2979019700_24,70010,1.10E-06,2.35,0.34,0,7.111469178,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.656163843,A2979019700_24,70010,1.10E-06,2.35,0.34,0,13.29605713,A2979019700_23,,,,,0,4.815619345,A2966800800_70,40007,1.03E-06,2.95,0.35,2.012552729,1.064613418,A2979019700_23,,,,,0,4.972702762,A2968312400_1,70013,9.50E-07,1.15,0.43,1.509249754,36.40257105,A2968312400_1,70013,9.50E-07,1.15,0.43,1.502776796,10.62862018,A2966800000_15,70031,2.70E-06,70,0.3,3,25.17404111,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.39
R1,983.48,-56.31,698.14,1.920970348,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.050882474,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.051268683,A2979019700_23,,,,,0,1.699976705,A2979019700_13,70009,2.50E-06,22.54,0.23,2.54E-13,0.60445154,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.38743155,A2979019700_25,70010,1.10E-06,2.35,0.34,0,31.32143598,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.607264609,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.521452921,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.128717532,A2979019700_24,70010,1.10E-06,2.35,0.34,0,38.50661756,A2966800800_70,40007,1.03E-06,2.95,0.35,2.157069331,54.82534354,A2966800000_15,70031,2.70E-06,70,0.3,3,26.12246542,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7653
R1,985.19,-20.69,695.74,1.95375287,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.056054609,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.051397629,A2979019700_23,,,,,0,1.704242726,A2979019700_13,70009,2.50E-06,22.54,0.23,5.08E-13,7.953567094,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.087524131,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.537801396,A2979019700_23,,,,,0,0.401163025,A2979019700_23,,,,,0,9.932467896,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.672247615,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.614465659,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.612886901,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.52257738,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.135464282,A2979019700_24,70010,1.10E-06,2.35,0.34,0,64.35243816,A2966800000_15,70031,2.70E-06,70,0.3,31.88571886,0,A2966800000_15,70031,2.70E-06,70,0.3,3.000275961,27.54436069,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0136
R1,979.2,4.94,704.26,1.858253226,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.040584312,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.051011933,A2979019700_23,,,,,0,1.645191938,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.046290291,A2979019700_13,70009,2.50E-06,22.54,0.23,1.14E-13,0.413306427,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,2.10E-11,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.868127133,A2979019700_25,70010,1.10E-06,2.35,0.34,0,2.20E-11,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.663861925,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.106630195,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.852710715,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.059046029,A2979019700_25,70010,1.10E-06,2.35,0.34,0,14.52005823,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.661835543,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.554788944,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.596618038,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.915724408,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.047162501,A2979019700_24,70010,1.10E-06,2.35,0.34,0,21.31378131,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.542982853,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.053051141,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.418181982,A2979019700_24,70010,1.10E-06,2.35,0.34,0,65.95158355,A2966800000_15,70031,2.70E-06,70,0.3,3.000069355,18.72644738,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3793
R1,971.33,21.79,715.85,1.732869389,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.005498296,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.050137105,A2979019700_23,,,,,0,1.662536685,A2979019700_13,70009,2.50E-06,22.54,0.23,4.30E-13,0.593090246,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.008673989,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.251926683,A2979019700_23,,,,,0,0.404074072,A2979019700_23,,,,,0,14.73915076,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.62203813,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.65913183,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.547125242,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.61510726,A2979019700_23,,,,,0,29.33962414,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.161869866,A2979019700_24,70010,1.10E-06,2.35,0.34,0,5.217545625,A2979019700_23,,,,,0,19.15596171,A2966800000_15,70031,2.70E-06,70,0.3,5.150755213,25.3596278,A2966800000_15,70031,2.70E-06,70,0.3,5.000050934,0,A2966800000_15,70031,2.70E-06,70,0.3,3.000065692,26.07281314,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3941
R1,972.67,44.23,713.85,1.754391327,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.008846595,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.050220595,A2979019700_23,,,,,0,1.665299297,A2979019700_23,,,,,2.54E-13,0.593909355,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.013800696,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.161945964,A2979019700_23,,,,,0,0.402816307,A2979019700_23,,,,,0,14.6903959,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.626840923,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.353866225,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.551571119,A2979019700_24,70010,1.10E-06,2.35,0.34,0,11.85414572,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.62571198,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.711505343,A2979019700_23,,,,,0,16.41352243,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.315085971,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.378964667,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.793294454,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.75099004,A2979019700_23,,,,,0,16.92623134,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.813286629,A2966800000_15,70031,2.70E-06,70,0.3,3.22E-13,0,A2979019700_23,,,,,4.671989383,31.36920534,A2966800000_15,70031,2.70E-06,70,0.3,3.000153992,25.56405536,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1153
R1,972.96,82.55,713.43,1.765142799,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.009487596,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.050236579,A2979019700_23,,,,,0,1.665828166,A2979019700_23,,,,,1.42E-14,10.71116147,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.743671021,A2979019700_25,70010,1.10E-06,2.35,0.34,0,10.37650238,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.62765592,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.358825672,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.543212378,A2979019700_24,70010,1.10E-06,2.35,0.34,0,11.37971133,A2979019700_24,70010,1.10E-06,2.35,0.34,0,6.036941835,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.415998886,A2979019700_23,,,,,0,13.57685578,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.204827272,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.160813041,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.737671424,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.375716213,A2979019700_23,,,,,0,17.08394964,A2979019700_24,70010,1.10E-06,2.35,0.34,0,1.810683855,A2966800000_15,70031,2.70E-06,70,0.3,2.54E-13,0,A2979019700_23,,,,,4.152844217,31.76860818,A2966800000_15,70031,2.70E-06,70,0.3,3.000005508,25.61908439,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7808
R1,967.38,114.52,721.85,1.688762376,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.001137045,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.050028354,A2979019700_23,,,,,0,1.658938226,A2979019700_13,70009,2.50E-06,22.54,0.23,1.14E-13,0.592184403,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.001834999,A2979019700_25,70010,1.10E-06,2.35,0.34,0,6.104269348,A2979019700_23,,,,,0,0.40359307,A2979019700_23,,,,,0,1.63E-12,A2979019700_23,,,,,0,0.504491337,A2979019700_23,,,,,0,28.70476114,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.501276178,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.277921202,A2979019700_23,,,,,0,34.73918451,A2966800800_70,40007,1.03E-06,2.95,0.35,2.000936496,1.380675325,A2979019700_23,,,,,0,54.65071219,A2966800000_15,70031,2.70E-06,70,0.3,3.001850253,26.87449439,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4907
R1,963.22,94.05,728.26,1.625503878,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.00181354,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.050045224,A2979019700_23,,,,,0,1.659496442,A2979019700_23,,,,,2.28E-13,0.592532739,A2979019700_25,70010,1.10E-06,2.35,0.34,0,9.300801905,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.5010076,A2979019700_23,,,,,0,0.400887983,A2979019700_23,,,,,0,1.86E-12,A2979019700_23,,,,,0,0.501109978,A2979019700_23,,,,,0,28.02720641,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.502043868,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.502801291,A2979019700_23,,,,,0,38.00304776,A2979019700_23,,,,,0,54.26671802,A2966800000_15,70031,2.70E-06,70,0.3,3.000000235,28.51481546,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1113
R1,975.41,111.98,709.81,1.808040427,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.020618479,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.050514123,A2979019700_23,,,,,0,1.675011532,A2979019700_23,,,,,0,0.596985622,A2979019700_25,70010,1.10E-06,2.35,0.34,0,4.743819322,A2979019700_25,70010,1.10E-06,2.35,0.34,0,31.42647947,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.564680593,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.71820644,A2979019700_23,,,,,0,35.45677457,A2966800800_70,40007,1.03E-06,2.95,0.35,2.016967395,1.089725398,A2979019700_23,,,,,0,55.36310443,A2966800000_15,70031,2.70E-06,70,0.3,3.003794488,25.03812789,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8327
R1,972.76,135.7,713.73,1.775387797,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.022529852,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.050561782,A2979019700_23,,,,,0,1.676588431,A2979019700_23,,,,,1.14E-13,0.597938445,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.106042704,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.70975837,A2979019700_23,,,,,0,0.514431761,A2979019700_23,,,,,0,29.78078529,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.525291995,A2979019700_24,70010,1.10E-06,2.35,0.34,0,35.33880241,A2966800800_70,40007,1.03E-06,2.95,0.35,2.018537661,57.40079136,A2966800000_15,70031,2.70E-06,70,0.3,3.011025707,25.12461512,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1893
R1,972.58,171.11,714,1.788345299,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.038682954,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.05096453,A2979019700_23,,,,,0,1.689913859,A2979019700_23,,,,,2.54E-13,0.602722602,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.057954934,A2979019700_25,70010,1.10E-06,2.35,0.34,0,36.34794825,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.543380048,A2979019700_24,70010,1.10E-06,2.35,0.34,0,35.58083945,A2966800800_70,40007,1.03E-06,2.95,0.35,2.031766858,58.06224852,A2966800000_15,70031,2.70E-06,70,0.3,1.501657653,3.77E-13,A2966800000_15,70031,2.70E-06,70,0.3,3.003266878,25.87783383,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.448
R1,973.07,189.46,713.28,1.80187215,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.040806222,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.051017467,A2979019700_23,,,,,0,1.121378392,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.57028693,A2979019700_13,70009,2.50E-06,22.54,0.23,5.12E-13,3.816496409,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,3.060933296,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.879811084,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.249142432,A2979019700_25,70010,1.10E-06,2.35,0.34,0,29.04164792,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.545753991,A2979019700_24,70010,1.10E-06,2.35,0.34,0,35.61258783,A2966800800_70,40007,1.03E-06,2.95,0.35,2.033501235,58.44790659,A2966800000_15,70031,2.70E-06,70,0.3,1.5,0,A2966800000_15,70031,2.70E-06,70,0.3,3,26.70008015,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3566
R1,975.43,210.32,709.8,1.839464079,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.040393391,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.002615793,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.508091018,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,4.597154776,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.459825119,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.064224744,A2979019700_25,70010,1.10E-06,2.35,0.34,0,33.20432891,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.548214711,A2979019700_24,70010,1.10E-06,2.35,0.34,0,35.64548839,A2966800800_70,40007,1.03E-06,2.95,0.35,2.03529813,59.21256584,A2966800000_15,70031,2.70E-06,70,0.3,1.5,0,A2966800000_15,70031,2.70E-06,70,0.3,3,30.27836692,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0317
R1,975.37,237.15,709.89,1.839651574,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.04294948,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.051070903,A2979019700_23,,,,,1.01E-12,1.838460911,A2979019700_23,,,,,5.68E-14,0.459440974,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.065272608,A2979019700_25,70010,1.10E-06,2.35,0.34,0,22.48308699,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.668647485,A2979019700_25,70010,1.10E-06,2.35,0.34,0,12.26648192,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.548148025,A2979019700_24,70010,1.10E-06,2.35,0.34,0,35.64459684,A2966800800_70,40007,1.03E-06,2.95,0.35,2.035249441,60.69269131,A2966800000_15,70031,2.70E-06,70,0.3,3,30.19727929,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7966
R1,974.12,260.45,711.74,1.826071025,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.041777198,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.051041676,A2979019700_23,,,,,2.60E-13,1.837411313,A2979019700_23,,,,,2.54E-13,6.38699335,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.254860394,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.142786724,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.06077682,A2979019700_25,70010,1.10E-06,2.35,0.34,0,15.3586434,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.66865228,A2979019700_25,70010,1.10E-06,2.35,0.34,0,12.04846059,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.546838628,A2979019700_24,70010,1.10E-06,2.35,0.34,0,41.51955719,A2966800800_70,40007,1.03E-06,2.95,0.35,17.3740194,39.05190086,A2966800000_15,70031,2.70E-06,70,0.3,3,28.30841441,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0121
R1,974.54,293.65,711.12,1.832246889,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.042166923,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.051051392,A2979019700_23,,,,,9.04E-13,1.837760253,A2979019700_23,,,,,5.80E-13,6.392140131,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.254860063,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.139100767,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.061343231,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.070121962,A2979019700_23,,,,,0,0.83432452,A2979019700_23,,,,,0,9.385328952,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.668649039,A2979019700_25,70010,1.10E-06,2.35,0.34,0,12.12253787,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.547273948,A2979019700_24,70010,1.10E-06,2.35,0.34,0,57.90756092,A2966800800_70,40007,1.03E-06,2.95,0.35,2.102924141,38.07756097,A2966800000_15,70031,2.70E-06,70,0.3,3,28.9565744,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4416
