num,Type,PointX,PointY, PointZ,Distance0,Thickness1,P1_1,P2_1,P3_1,Distance1,Thickness2,P1_2,P2_2,P3_2,Distance2,Thickness3,P1_3,P2_3,P3_3,Distance3,Thickness4,P1_4,P2_4,P3_4,Distance4,Thickness5,P1_5,P2_5,P3_5,Distance5,Thickness6,P1_6,P2_6,P3_6,Distance6,Thickness7,P1_7,P2_7,P3_7,Distance7,Thickness8,P1_8,P2_8,P3_8,Distance8,Thickness9,P1_9,P2_9,P3_9,Distance_9,Thickness10,P1_10,P2_10,P3_10,Distance10,Thickness11,P1_11,P2_11,P3_11,Distance11,Thickness12,P1_12,P2_12,P3_12,Distance12,Thickness13,P1_13,P2_13,P3_13,Distance13,Thickness14,P1_14,P2_14,P3_14,Distance14,Thickness15,P1_15,P2_15,P3_15,a3ms
106,R1,845.91,164.99,652.11,0.00,0.75,2.44,71.70,0.21,7.84,2.08,2.44,71.70,0.21,5.35,2.89,2.44,71.70,0.21,1.32,5.88,2.44,71.70,0.21,15.92,2.89,2.44,71.70,0.21,6.55,2.54,1.03,2.95,0.35,3.62,4.47,7.85,210.00,0.30,86.97,22.36,7.85,210.00,0.30,0.00,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.87
107,R1,847.48,172.94,638.48,0.00,0.72,2.44,71.70,0.21,7.57,2.01,2.44,71.70,0.21,17.56,10.16,2.44,71.70,0.21,12.74,2.46,1.03,2.95,0.35,111.84,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.05
108,R1,849.27,179.76,622.58,0.00,0.70,2.44,71.70,0.21,7.30,1.94,2.44,71.70,0.21,16.94,2.69,2.44,71.70,0.21,19.39,2.37,1.03,2.95,0.35,107.29,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.58
109,R1,851.74,191.11,601.00,0.00,0.67,2.44,71.70,0.21,1.04,6.15,2.44,71.70,0.21,30.61,1.76,2.44,71.70,0.21,24.86,2.59,1.80,45.00,0.35,73.78,1.55,7.85,210.00,0.30,8.92,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.30
110,R1,853.65,204.74,585.10,0.00,0.66,2.44,71.70,0.21,2.92,1.83,2.44,71.70,0.21,58.38,2.54,1.80,45.00,0.35,71.08,1.59,7.85,210.00,0.30,9.72,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.11
111,R1,840.04,157.04,706.62,0.00,0.88,2.44,71.70,0.21,1.35,2.44,2.44,71.70,0.21,14.08,3.38,2.44,71.70,0.21,24.20,3.82,2.44,71.70,0.21,0.09,0.77,1.80,45.00,0.35,4.05,3.17,1.80,45.00,0.35,12.40,1.32,1.80,45.00,0.35,131.99,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.66
112,R1,842.24,159.32,686.07,0.00,0.82,2.44,71.70,0.21,10.28,2.26,2.44,71.70,0.21,4.26,2.73,2.44,71.70,0.21,3.59,1.93,1.80,45.00,0.35,164.72,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.53
113,R1,844.26,179.76,670.28,0.00,0.79,2.44,71.70,0.21,8.23,2.19,2.44,71.70,0.21,5.62,3.04,2.44,71.70,0.21,35.35,2.67,1.03,2.95,0.35,123.55,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.48
114,R1,846.87,192.25,647.57,0.00,0.75,2.44,71.70,0.21,1.14,2.06,2.44,71.70,0.21,24.55,2.85,2.44,71.70,0.21,20.56,2.51,1.03,2.95,0.35,3.43,2.85,1.80,45.00,0.35,99.32,1.50,7.85,210.00,0.30,8.07,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.04
115,R1,848.81,201.33,630.53,0.00,0.71,2.44,71.70,0.21,7.43,1.97,2.44,71.70,0.21,17.23,2.74,2.44,71.70,0.21,19.72,2.41,1.03,2.95,0.35,3.29,2.74,1.80,45.00,0.35,94.16,1.51,7.85,210.00,0.30,8.17,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.13
116,R1,851.81,215.72,604.41,0.00,0.68,2.44,71.70,0.21,1.04,1.87,2.44,71.70,0.21,34.25,2.60,2.44,71.70,0.21,22.48,3.76,1.80,45.00,0.35,86.56,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.77
117,R1,853.57,230.28,590.05,0.00,0.66,2.44,71.70,0.21,9.94,1.84,2.44,71.70,0.21,4.73,0.92,2.44,71.70,0.21,19.00,2.55,2.44,71.70,0.21,9.66,4.93,1.80,45.00,0.35,95.83,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.43
118,R1,853.24,249.64,596.47,0.00,0.67,2.44,71.70,0.21,10.02,1.85,2.44,71.70,0.21,24.85,2.57,2.44,71.70,0.21,6.79,2.26,1.03,2.95,0.35,3.09,2.57,1.80,45.00,0.35,97.10,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.87
119,R1,853.07,274.02,602.14,0.00,0.68,2.44,71.70,0.21,10.10,1.87,2.44,71.70,0.21,25.05,2.59,2.44,71.70,0.21,6.84,2.28,1.03,2.95,0.35,3.11,2.59,1.80,45.00,0.35,98.48,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.96
120,R1,853.05,300.14,606.68,0.00,0.68,2.44,71.70,0.21,10.17,1.88,2.44,71.70,0.21,25.22,2.61,2.44,71.70,0.21,6.89,2.30,1.03,2.95,0.35,3.13,2.61,1.80,45.00,0.35,99.77,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.18
121,R1,853.56,320.58,605.22,0.00,0.68,2.44,71.70,0.21,10.14,1.87,2.44,71.70,0.21,25.16,2.60,2.44,71.70,0.21,6.87,2.29,1.03,2.95,0.35,3.12,2.60,1.80,45.00,0.35,99.83,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.36
122,R1,853.62,339.89,607.82,0.00,0.68,2.44,71.70,0.21,10.18,1.88,2.44,71.70,0.21,25.26,2.61,2.44,71.70,0.21,115.62,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.60
123,R1,853.98,360.33,607.82,0.00,0.68,2.44,71.70,0.21,10.18,1.88,2.44,71.70,0.21,25.25,2.61,2.44,71.70,0.21,115.95,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.69
124,R1,854.11,379.64,609.78,0.00,0.68,2.44,71.70,0.21,10.21,1.89,2.44,71.70,0.21,25.33,2.62,2.44,71.70,0.21,116.72,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.78
125,R1,854.79,400.08,606.68,0.00,0.68,2.44,71.70,0.21,10.15,1.88,2.44,71.70,0.21,25.19,2.61,2.44,71.70,0.21,6.88,2.29,1.03,2.95,0.35,3.13,2.61,1.80,45.00,0.35,101.45,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.99
126,R1,855.53,421.65,603.27,0.00,0.68,2.44,71.70,0.21,10.10,1.87,2.44,71.70,0.21,25.05,2.59,2.44,71.70,0.21,6.84,2.28,1.03,2.95,0.35,3.11,2.59,1.80,45.00,0.35,101.17,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.01
127,R1,856.00,448.91,603.27,0.00,0.67,2.44,71.70,0.21,10.10,1.87,2.44,71.70,0.21,25.05,2.59,2.44,71.70,0.21,6.84,2.28,1.03,2.95,0.35,3.11,2.59,1.80,45.00,0.35,101.62,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.96
128,R1,857.09,470.49,596.46,0.00,0.66,2.44,71.70,0.21,10.00,1.85,2.44,71.70,0.21,5.30,15.73,2.44,71.70,0.21,11.74,2.26,1.03,2.95,0.35,4.46,2.57,1.80,45.00,0.35,4.62,1.63,7.85,210.00,0.30,94.58,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.66
129,R1,856.89,486.39,601.00,0.00,0.67,2.44,71.70,0.21,5.28,1.86,2.44,71.70,0.21,10.11,2.58,2.44,71.70,0.21,25.34,2.27,1.03,2.95,0.35,4.21,2.58,1.80,45.00,0.35,4.37,1.65,7.85,210.00,0.30,95.83,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.72
130,R1,851.24,237.67,613.50,0.00,0.69,2.44,71.70,0.21,10.30,1.90,2.44,71.70,0.21,13.49,10.26,2.44,71.70,0.21,1.80,2.64,2.44,71.70,0.21,5.27,1.63,1.80,45.00,0.35,2.40,2.11,1.80,45.00,0.35,103.86,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.39
131,R1,850.74,256.98,621.45,0.00,0.70,2.44,71.70,0.21,10.45,1.93,2.44,71.70,0.21,25.94,2.68,2.44,71.70,0.21,7.08,2.36,1.03,2.95,0.35,3.22,2.68,1.80,45.00,0.35,102.35,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.51
132,R1,850.24,283.10,630.53,0.00,0.71,2.44,71.70,0.21,10.65,1.97,2.44,71.70,0.21,26.43,2.73,2.44,71.70,0.21,7.22,2.41,1.03,2.95,0.35,3.28,2.73,1.80,45.00,0.35,105.18,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.39
133,R1,850.92,308.09,628.26,0.00,0.71,2.44,71.70,0.21,10.59,1.96,2.44,71.70,0.21,26.28,2.72,2.44,71.70,0.21,7.18,2.39,1.03,2.95,0.35,3.26,2.72,1.80,45.00,0.35,104.96,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.91
134,R1,851.27,335.34,629.39,0.00,0.70,2.44,71.70,0.21,10.61,1.96,2.44,71.70,0.21,23.48,2.83,2.44,71.70,0.21,124.05,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.12
135,R1,851.69,359.19,629.39,0.00,0.71,2.44,71.70,0.21,10.61,1.96,2.44,71.70,0.21,150.73,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.78
136,R1,851.75,383.04,632.80,0.00,0.72,2.44,71.70,0.21,10.68,1.97,2.44,71.70,0.21,16.08,1.57,2.44,71.70,0.21,18.84,2.41,1.03,2.95,0.35,3.29,2.74,1.80,45.00,0.35,107.45,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.29
137,R1,852.58,396.67,627.12,0.00,0.70,2.44,71.70,0.21,10.55,1.95,2.44,71.70,0.21,26.17,2.71,2.44,71.70,0.21,7.15,2.38,1.03,2.95,0.35,3.25,2.71,1.80,45.00,0.35,106.11,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.20
138,R1,852.94,417.11,627.12,0.00,0.70,2.44,71.70,0.21,10.55,1.95,2.44,71.70,0.21,26.16,2.71,2.44,71.70,0.21,7.15,2.38,1.03,2.95,0.35,3.25,2.71,1.80,45.00,0.35,106.45,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.13
139,R1,853.45,439.82,625.99,0.00,0.70,2.44,71.70,0.21,10.52,1.94,2.44,71.70,0.21,26.09,2.70,2.44,71.70,0.21,7.13,2.38,1.03,2.95,0.35,3.24,2.70,1.80,45.00,0.35,106.52,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.28
140,R1,854.05,460.27,623.72,0.00,0.70,2.44,71.70,0.21,10.46,1.93,2.44,71.70,0.21,25.96,2.69,2.44,71.70,0.21,7.09,2.36,1.03,2.95,0.35,112.19,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.41
141,R1,854.42,481.84,623.78,0.00,0.70,2.44,71.70,0.21,10.46,1.93,2.44,71.70,0.21,5.55,2.69,2.44,71.70,0.21,23.88,2.38,1.03,2.95,0.35,0.01,2.35,1.03,2.95,0.35,0.47,1.55,7.85,210.00,0.30,111.77,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.44
142,R1,848.95,222.91,632.80,0.00,0.71,2.44,71.70,0.21,1.85,5.59,2.44,71.70,0.21,19.31,2.75,2.44,71.70,0.21,19.82,2.42,1.03,2.95,0.35,3.30,2.75,1.80,45.00,0.35,104.83,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.38
143,R1,846.72,211.22,652.10,0.00,0.75,2.44,71.70,0.21,3.32,2.08,2.44,71.70,0.21,22.66,2.89,2.44,71.70,0.21,20.79,2.54,1.03,2.95,0.35,3.46,2.89,1.80,45.00,0.35,101.14,1.50,7.85,210.00,0.30,8.08,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.66
144,R1,844.57,200.20,670.71,0.00,0.79,2.44,71.70,0.21,3.47,2.21,2.44,71.70,0.21,23.85,3.04,2.44,71.70,0.21,19.47,2.41,1.80,45.00,0.35,2.67,2.16,1.80,45.00,0.35,112.16,1.51,7.85,210.00,0.30,8.21,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.53
145,R1,841.54,179.76,696.19,0.00,0.86,2.44,71.70,0.21,1.31,2.36,2.44,71.70,0.21,0.73,2.97,2.44,71.70,0.21,1.51,2.36,2.44,71.70,0.21,3.10,1.57,2.44,71.70,0.21,1.39,3.28,2.44,71.70,0.21,10.26,3.99,2.44,71.70,0.21,30.70,3.28,1.80,45.00,0.35,127.64,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.40
146,R1,848.41,246.76,641.89,0.00,0.73,2.44,71.70,0.21,10.95,2.02,2.44,71.70,0.21,27.16,2.81,2.44,71.70,0.21,7.42,2.47,1.03,2.95,0.35,3.37,2.81,1.80,45.00,0.35,107.95,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.80
147,R1,847.89,271.75,650.97,0.00,0.74,2.44,71.70,0.21,11.19,2.07,2.44,71.70,0.21,27.77,2.87,2.44,71.70,0.21,7.59,2.53,1.03,2.95,0.35,3.45,2.87,1.80,45.00,0.35,111.31,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.79
